Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes
2	3	0	dev=net(0)	OutInterests	106	3.72559
2	3	0	dev=net(0)	DropInterests	0	0
2	3	0	dev=net(0)	InNacks	0	0
2	3	0	dev=net(0)	OutNacks	0	0
2	3	0	dev=net(0)	DropNacks	0	0
2	3	0	dev=net(0)	InData	106	110.347
2	3	0	dev=net(0)	OutData	0	0
2	3	0	dev=net(0)	DropData	0	0
2	3	1	dev=net(1)	InInterests	111	3.90137
2	3	1	dev=net(1)	OutInterests	0	0
2	3	1	dev=net(1)	DropInterests	0	0
2	3	1	dev=net(1)	InNacks	0	0
2	3	1	dev=net(1)	OutNacks	0	0
2	3	1	dev=net(1)	DropNacks	0	0
2	3	1	dev=net(1)	InData	0	0
2	3	1	dev=net(1)	OutData	111	115.552
2	3	1	dev=net(1)	DropData	0	0
2	3	-1	all	SatisfiedInterests	111	0
2	3	-1	all	TimedOutInterests	0	0
2	4	0	dev=net(0)	InInterests	106	3.72559
2	4	0	dev=net(0)	OutInterests	0	0
2	4	0	dev=net(0)	DropInterests	0	0
2	4	0	dev=net(0)	InNacks	0	0
2	4	0	dev=net(0)	OutNacks	0	0
2	4	0	dev=net(0)	DropNacks	0	0
2	4	0	dev=net(0)	InData	0	0
2	4	0	dev=net(0)	OutData	0	0
2	4	0	dev=net(0)	DropData	0	0
2	4	1	dev=net(1)	InInterests	0	0
2	4	1	dev=net(1)	OutInterests	106	3.72559
2	4	1	dev=net(1)	DropInterests	0	0
2	4	1	dev=net(1)	InNacks	0	0
2	4	1	dev=net(1)	OutNacks	0	0
2	4	1	dev=net(1)	DropNacks	0	0
2	4	1	dev=net(1)	InData	0	0
2	4	1	dev=net(1)	OutData	0	0
2	4	1	dev=net(1)	DropData	0	0
2	7	0	dev=net(0)	InInterests	106	3.72559
2	7	0	dev=net(0)	OutInterests	0	0
2	7	0	dev=net(0)	DropInterests	0	0
2	7	0	dev=net(0)	InNacks	0	0
2	7	0	dev=net(0)	OutNacks	0	0
2	7	0	dev=net(0)	DropNacks	0	0
2	7	0	dev=net(0)	InData	0	0
2	7	0	dev=net(0)	OutData	106	110.347
2	7	0	dev=net(0)	DropData	0	0
2	7	2	dev=local(2)	InInterests	0	0
2	7	2	dev=local(2)	OutInterests	106	3.72559
2	7	2	dev=local(2)	DropInterests	0	0
2	7	2	dev=local(2)	InNacks	0	0
2	7	2	dev=local(2)	OutNacks	0	0
2	7	2	dev=local(2)	DropNacks	0	0
2	7	2	dev=local(2)	InData	106	0
2	7	2	dev=local(2)	OutData	0	0
2	7	2	dev=local(2)	DropData	0	0
2	7	-1	all	SatisfiedInterests	106	0
2	7	-1	all	TimedOutInterests	0	0
3	0	0	dev=net(0)	InInterests	0	0
3	0	0	dev=net(0)	OutInterests	146	5.15527
3	0	0	dev=net(0)	DropInterests	0	0
3	0	0	dev=net(0)	InNacks	0	0
3	0	0	dev=net(0)	OutNacks	0	0
3	0	0	dev=net(0)	DropNacks	0	0
3	0	0	dev=net(0)	InData	77	80.1582
3	0	0	dev=net(0)	OutData	0	0
3	0	0	dev=net(0)	DropData	0	0
3	0	1	dev=local(1)	InInterests	146	0
3	0	1	dev=local(1)	OutInterests	0	0
3	0	1	dev=local(1)	DropInterests	0	0
3	0	1	dev=local(1)	InNacks	0	0
3	0	1	dev=local(1)	OutNacks	0	0
3	0	1	dev=local(1)	DropNacks	0	0
3	0	1	dev=local(1)	InData	0	0
3	0	1	dev=local(1)	OutData	77	80.1582
3	0	1	dev=local(1)	DropData	0	0
3	0	-1	all	SatisfiedInterests	77	0
3	0	-1	all	TimedOutInterests	0	0
3	1	0	dev=net(0)	InInterests	122	4.28906
3	1	0	dev=net(0)	OutInterests	0	0
3	1	0	dev=net(0)	DropInterests	0	0
3	1	0	dev=net(0)	InNacks	0	0
3	1	0	dev=net(0)	OutNacks	0	0
3	1	0	dev=net(0)	DropNacks	0	0
3	1	0	dev=net(0)	InData	0	0
3	1	0	dev=net(0)	OutData	122	127.004
3	1	0	dev=net(0)	DropData	0	0
3	1	1	dev=net(1)	InInterests	0	0
3	1	1	dev=net(1)	OutInterests	122	4.28906
3	1	1	dev=net(1)	DropInterests	0	0
3	1	1	dev=net(1)	InNacks	0	0
3	1	1	dev=net(1)	OutNacks	0	0
3	1	1	dev=net(1)	DropNacks	0	0
3	1	1	dev=net(1)	InData	0	0
3	1	1	dev=net(1)	OutData	0	0
3	1	1	dev=net(1)	DropData	0	0
3	1	2	dev=net(2)	InInterests	0	0
3	1	2	dev=net(2)	OutInterests	122	4.28906
3	1	2	dev=net(2)	DropInterests	0	0
3	1	2	dev=net(2)	InNacks	0	0
3	1	2	dev=net(2)	OutNacks	0	0
3	1	2	dev=net(2)	DropNacks	0	0
3	1	2	dev=net(2)	InData	122	127.004
3	1	2	dev=net(2)	OutData	0	0
3	1	2	dev=net(2)	DropData	0	0
3	1	-1	all	SatisfiedInterests	122	0
3	1	-1	all	TimedOutInterests	0	0
3	3	0	dev=net(0)	InInterests	0	0
3	3	0	dev=net(0)	OutInterests	123	4.32422
3	3	0	dev=net(0)	DropInterests	0	0
3	3	0	dev=net(0)	InNacks	0	0
3	3	0	dev=net(0)	OutNacks	0	0
3	3	0	dev=net(0)	DropNacks	0	0
3	3	0	dev=net(0)	InData	122	127.004
3	3	0	dev=net(0)	OutData	0	0
3	3	0	dev=net(0)	DropData	0	0
3	3	1	dev=net(1)	InInterests	132	4.64062
3	3	1	dev=net(1)	OutInterests	0	0
3	3	1	dev=net(1)	DropInterests	0	0
3	3	1	dev=net(1)	InNacks	0	0
3	3	1	dev=net(1)	OutNacks	0	0
3	3	1	dev=net(1)	DropNacks	0	0
3	3	1	dev=net(1)	InData	0	0
3	3	1	dev=net(1)	OutData	131	136.373
3	3	1	dev=net(1)	DropData	0	0
3	3	-1	all	SatisfiedInterests	131	0
3	3	-1	all	TimedOutInterests	0	0
3	4	0	dev=net(0)	InInterests	122	4.28906
3	4	0	dev=net(0)	OutInterests	0	0
3	4	0	dev=net(0)	DropInterests	0	0
3	4	0	dev=net(0)	InNacks	0	0
3	4	0	dev=net(0)	OutNacks	0	0
3	4	0	dev=net(0)	DropNacks	0	0
3	4	0	dev=net(0)	InData	0	0
3	4	0	dev=net(0)	OutData	0	0
3	4	0	dev=net(0)	DropData	0	0
3	4	1	dev=net(1)	InInterests	0	0
3	4	1	dev=net(1)	OutInterests	122	4.28906
3	4	1	dev=net(1)	DropInterests	0	0
3	4	1	dev=net(1)	InNacks	0	0
3	4	1	dev=net(1)	OutNacks	0	0
3	4	1	dev=net(1)	DropNacks	0	0
3	4	1	dev=net(1)	InData	0	0
3	4	1	dev=net(1)	OutData	0	0
3	4	1	dev=net(1)	DropData	0	0
3	7	0	dev=net(0)	InInterests	122	4.28906
3	7	0	dev=net(0)	OutInterests	0	0
3	7	0	dev=net(0)	DropInterests	0	0
3	7	0	dev=net(0)	InNacks	0	0
3	7	0	dev=net(0)	OutNacks	0	0
3	7	0	dev=net(0)	DropNacks	0	0
3	7	0	dev=net(0)	InData	0	0
3	7	0	dev=net(0)	OutData	122	127.004
3	7	0	dev=net(0)	DropData	0	0
3	7	2	dev=local(2)	InInterests	0	0
3	7	2	dev=local(2)	OutInterests	122	4.28906
3	7	2	dev=local(2)	DropInterests	0	0
3	7	2	dev=local(2)	InNacks	0	0
3	7	2	dev=local(2)	OutNacks	0	0
3	7	2	dev=local(2)	DropNacks	0	0
3	7	2	dev=local(2)	InData	122	0
3	7	2	dev=local(2)	OutData	0	0
3	7	2	dev=local(2)	DropData	0	0
3	7	-1	all	SatisfiedInterests	122	0
3	7	-1	all	TimedOutInterests	0	0
4	0	0	dev=net(0)	InInterests	0	0
4	0	0	dev=net(0)	OutInterests	147	5.30762
4	0	0	dev=net(0)	DropInterests	0	0
4	0	0	dev=net(0)	InNacks	0	0
4	0	0	dev=net(0)	OutNacks	0	0
4	0	0	dev=net(0)	DropNacks	0	0
4	0	0	dev=net(0)	InData	82	85.3633
4	0	0	dev=net(0)	OutData	0	0
4	0	0	dev=net(0)	DropData	0	0
4	0	1	dev=local(1)	InInterests	147	0
4	0	1	dev=local(1)	OutInterests	0	0
4	0	1	dev=local(1)	DropInterests	0	0
4	0	1	dev=local(1)	InNacks	0	0
4	0	1	dev=local(1)	OutNacks	0	0
4	0	1	dev=local(1)	DropNacks	0	0
4	0	1	dev=local(1)	InData	0	0
4	0	1	dev=local(1)	OutData	82	85.3633
4	0	1	dev=local(1)	DropData	0	0
4	0	-1	all	SatisfiedInterests	82	0
4	0	-1	all	TimedOutInterests	0	0
4	1	0	dev=net(0)	InInterests	111	3.9834
4	1	0	dev=net(0)	OutInterests	0	0
4	1	0	dev=net(0)	DropInterests	0	0
4	1	0	dev=net(0)	InNacks	0	0
4	1	0	dev=net(0)	OutNacks	0	0
4	1	0	dev=net(0)	DropNacks	0	0
4	1	0	dev=net(0)	InData	0	0
4	1	0	dev=net(0)	OutData	110	114.592
4	1	0	dev=net(0)	DropData	0	0
4	1	1	dev=net(1)	InInterests	0	0
4	1	1	dev=net(1)	OutInterests	111	3.9834
4	1	1	dev=net(1)	DropInterests	0	0
4	1	1	dev=net(1)	InNacks	0	0
4	1	1	dev=net(1)	OutNacks	0	0
4	1	1	dev=net(1)	DropNacks	0	0
4	1	1	dev=net(1)	InData	0	0
4	1	1	dev=net(1)	OutData	0	0
4	1	1	dev=net(1)	DropData	0	0
4	1	2	dev=net(2)	InInterests	0	0
4	1	2	dev=net(2)	OutInterests	111	3.9834
4	1	2	dev=net(2)	DropInterests	0	0
4	1	2	dev=net(2)	InNacks	0	0
4	1	2	dev=net(2)	OutNacks	0	0
4	1	2	dev=net(2)	DropNacks	0	0
4	1	2	dev=net(2)	InData	110	114.592
4	1	2	dev=net(2)	OutData	0	0
4	1	2	dev=net(2)	DropData	0	0
4	1	-1	all	SatisfiedInterests	110	0
4	1	-1	all	TimedOutInterests	0	0
4	3	0	dev=net(0)	InInterests	0	0
4	3	0	dev=net(0)	OutInterests	110	3.94824
4	3	0	dev=net(0)	DropInterests	0	0
4	3	0	dev=net(0)	InNacks	0	0
4	3	0	dev=net(0)	OutNacks	0	0
4	3	0	dev=net(0)	DropNacks	0	0
4	3	0	dev=net(0)	InData	108	112.508
4	3	0	dev=net(0)	OutData	0	0
4	3	0	dev=net(0)	DropData	0	0
4	3	1	dev=net(1)	InInterests	113	4.05371
4	3	1	dev=net(1)	OutInterests	0	0
4	3	1	dev=net(1)	DropInterests	0	0
4	3	1	dev=net(1)	InNacks	0	0
4	3	1	dev=net(1)	OutNacks	0	0
4	3	1	dev=net(1)	DropNacks	0	0
4	3	1	dev=net(1)	InData	0	0
4	3	1	dev=net(1)	OutData	111	115.631
4	3	1	dev=net(1)	DropData	0	0
4	3	-1	all	SatisfiedInterests	111	0
4	3	-1	all	TimedOutInterests	0	0
4	4	0	dev=net(0)	InInterests	110	3.94727
4	4	0	dev=net(0)	OutInterests	0	0
4	4	0	dev=net(0)	DropInterests	0	0
4	4	0	dev=net(0)	InNacks	0	0
4	4	0	dev=net(0)	OutNacks	0	0
4	4	0	dev=net(0)	DropNacks	0	0
4	4	0	dev=net(0)	InData	0	0
4	4	0	dev=net(0)	OutData	0	0
4	4	0	dev=net(0)	DropData	0	0
4	4	1	dev=net(1)	InInterests	0	0
4	4	1	dev=net(1)	OutInterests	110	3.94727
4	4	1	dev=net(1)	DropInterests	0	0
4	4	1	dev=net(1)	InNacks	0	0
4	4	1	dev=net(1)	OutNacks	0	0
4	4	1	dev=net(1)	DropNacks	0	0
4	4	1	dev=net(1)	InData	0	0
4	4	1	dev=net(1)	OutData	0	0
4	4	1	dev=net(1)	DropData	0	0
4	4	-1	all	SatisfiedInterests	0	0
4	4	-1	all	TimedOutInterests	106	0
4	7	0	dev=net(0)	InInterests	110	3.94727
4	7	0	dev=net(0)	OutInterests	0	0
4	7	0	dev=net(0)	DropInterests	0	0
4	7	0	dev=net(0)	InNacks	0	0
4	7	0	dev=net(0)	OutNacks	0	0
4	7	0	dev=net(0)	DropNacks	0	0
4	7	0	dev=net(0)	InData	0	0
4	7	0	dev=net(0)	OutData	110	114.592
4	7	0	dev=net(0)	DropData	0	0
4	7	2	dev=local(2)	InInterests	0	0
4	7	2	dev=local(2)	OutInterests	110	3.94727
4	7	2	dev=local(2)	DropInterests	0	0
4	7	2	dev=local(2)	InNacks	0	0
4	7	2	dev=local(2)	OutNacks	0	0
4	7	2	dev=local(2)	DropNacks	0	0
4	7	2	dev=local(2)	InData	110	0
4	7	2	dev=local(2)	OutData	0	0
4	7	2	dev=local(2)	DropData	0	0
4	7	-1	all	SatisfiedInterests	110	0
4	7	-1	all	TimedOutInterests	0	0
5	0	0	dev=net(0)	InInterests	0	0
5	0	0	dev=net(0)	OutInterests	146	5.27148
5	0	0	dev=net(0)	DropInterests	0	0
5	0	0	dev=net(0)	InNacks	0	0
5	0	0	dev=net(0)	OutNacks	0	0
5	0	0	dev=net(0)	DropNacks	0	0
5	0	0	dev=net(0)	InData	80	83.3438
5	0	0	dev=net(0)	OutData	0	0
5	0	0	dev=net(0)	DropData	0	0
5	0	1	dev=local(1)	InInterests	146	0
5	0	1	dev=local(1)	OutInterests	0	0
5	0	1	dev=local(1)	DropInterests	0	0
5	0	1	dev=local(1)	InNacks	0	0
5	0	1	dev=local(1)	OutNacks	0	0
5	0	1	dev=local(1)	DropNacks	0	0
5	0	1	dev=local(1)	InData	0	0
5	0	1	dev=local(1)	OutData	80	83.3438
5	0	1	dev=local(1)	DropData	0	0
5	0	-1	all	SatisfiedInterests	80	0
5	0	-1	all	TimedOutInterests	0	0
5	1	0	dev=net(0)	InInterests	125	4.5166
5	1	0	dev=net(0)	OutInterests	0	0
5	1	0	dev=net(0)	DropInterests	0	0
5	1	0	dev=net(0)	InNacks	0	0
5	1	0	dev=net(0)	OutNacks	0	0
5	1	0	dev=net(0)	DropNacks	0	0
5	1	0	dev=net(0)	InData	0	0
5	1	0	dev=net(0)	OutData	126	131.291
5	1	0	dev=net(0)	DropData	0	0
5	1	1	dev=net(1)	InInterests	0	0
5	1	1	dev=net(1)	OutInterests	125	4.5166
5	1	1	dev=net(1)	DropInterests	0	0
5	1	1	dev=net(1)	InNacks	0	0
5	1	1	dev=net(1)	OutNacks	0	0
5	1	1	dev=net(1)	DropNacks	0	0
5	1	1	dev=net(1)	InData	0	0
5	1	1	dev=net(1)	OutData	0	0
5	1	1	dev=net(1)	DropData	0	0
5	1	2	dev=net(2)	InInterests	0	0
5	1	2	dev=net(2)	OutInterests	125	4.5166
5	1	2	dev=net(2)	DropInterests	0	0
5	1	2	dev=net(2)	InNacks	0	0
5	1	2	dev=net(2)	OutNacks	0	0
5	1	2	dev=net(2)	DropNacks	0	0
5	1	2	dev=net(2)	InData	126	131.291
5	1	2	dev=net(2)	OutData	0	0
5	1	2	dev=net(2)	DropData	0	0
5	1	-1	all	SatisfiedInterests	126	0
5	1	-1	all	TimedOutInterests	0	0
5	3	0	dev=net(0)	InInterests	0	0
5	3	0	dev=net(0)	OutInterests	125	4.5166
5	3	0	dev=net(0)	DropInterests	0	0
5	3	0	dev=net(0)	InNacks	0	0
5	3	0	dev=net(0)	OutNacks	0	0
5	3	0	dev=net(0)	DropNacks	0	0
5	3	0	dev=net(0)	InData	128	133.375
5	3	0	dev=net(0)	OutData	0	0
5	3	0	dev=net(0)	DropData	0	0
5	3	1	dev=net(1)	InInterests	130	4.69238
5	3	1	dev=net(1)	OutInterests	0	0
5	3	1	dev=net(1)	DropInterests	0	0
5	3	1	dev=net(1)	InNacks	0	0
5	3	1	dev=net(1)	OutNacks	0	0
5	3	1	dev=net(1)	DropNacks	0	0
5	3	1	dev=net(1)	InData	0	0
5	3	1	dev=net(1)	OutData	133	138.58
5	3	1	dev=net(1)	DropData	0	0
5	3	-1	all	SatisfiedInterests	133	0
5	3	-1	all	TimedOutInterests	0	0
5	4	0	dev=net(0)	InInterests	126	4.55273
5	4	0	dev=net(0)	OutInterests	0	0
5	4	0	dev=net(0)	DropInterests	0	0
5	4	0	dev=net(0)	InNacks	0	0
5	4	0	dev=net(0)	OutNacks	0	0
5	4	0	dev=net(0)	DropNacks	0	0
5	4	0	dev=net(0)	InData	0	0
5	4	0	dev=net(0)	OutData	0	0
5	4	0	dev=net(0)	DropData	0	0
5	4	1	dev=net(1)	InInterests	0	0
5	4	1	dev=net(1)	OutInterests	126	4.55273
5	4	1	dev=net(1)	DropInterests	0	0
5	4	1	dev=net(1)	InNacks	0	0
5	4	1	dev=net(1)	OutNacks	0	0
5	4	1	dev=net(1)	DropNacks	0	0
5	4	1	dev=net(1)	InData	0	0
5	4	1	dev=net(1)	OutData	0	0
5	4	1	dev=net(1)	DropData	0	0
5	4	-1	all	SatisfiedInterests	0	0
5	4	-1	all	TimedOutInterests	122	0
5	7	0	dev=net(0)	InInterests	126	4.55273
5	7	0	dev=net(0)	OutInterests	0	0
5	7	0	dev=net(0)	DropInterests	0	0
5	7	0	dev=net(0)	InNacks	0	0
5	7	0	dev=net(0)	OutNacks	0	0
5	7	0	dev=net(0)	DropNacks	0	0
5	7	0	dev=net(0)	InData	0	0
5	7	0	dev=net(0)	OutData	126	131.291
5	7	0	dev=net(0)	DropData	0	0
5	7	2	dev=local(2)	InInterests	0	0
5	7	2	dev=local(2)	OutInterests	126	4.55273
5	7	2	dev=local(2)	DropInterests	0	0
5	7	2	dev=local(2)	InNacks	0	0
5	7	2	dev=local(2)	OutNacks	0	0
5	7	2	dev=local(2)	DropNacks	0	0
5	7	2	dev=local(2)	InData	126	0
5	7	2	dev=local(2)	OutData	0	0
5	7	2	dev=local(2)	DropData	0	0
5	7	-1	all	SatisfiedInterests	126	0
5	7	-1	all	TimedOutInterests	0	0
6	0	0	dev=net(0)	InInterests	0	0
6	0	0	dev=net(0)	OutInterests	147	5.31152
6	0	0	dev=net(0)	DropInterests	0	0
6	0	0	dev=net(0)	InNacks	0	0
6	0	0	dev=net(0)	OutNacks	0	0
6	0	0	dev=net(0)	DropNacks	0	0
6	0	0	dev=net(0)	InData	74	77.1055
6	0	0	dev=net(0)	OutData	0	0
6	0	0	dev=net(0)	DropData	15	15.6299
6	0	1	dev=local(1)	InInterests	147	0
6	0	1	dev=local(1)	OutInterests	0	0
6	0	1	dev=local(1)	DropInterests	0	0
6	0	1	dev=local(1)	InNacks	0	0
6	0	1	dev=local(1)	OutNacks	0	0
6	0	1	dev=local(1)	DropNacks	0	0
6	0	1	dev=local(1)	InData	0	0
6	0	1	dev=local(1)	OutData	59	61.4756
6	0	1	dev=local(1)	DropData	0	0
6	0	-1	all	SatisfiedInterests	59	0
6	0	-1	all	TimedOutInterests	37	0
6	1	0	dev=net(0)	InInterests	106	3.83008
6	1	0	dev=net(0)	OutInterests	0	0
6	1	0	dev=net(0)	DropInterests	0	0
6	1	0	dev=net(0)	InNacks	0	0
6	1	0	dev=net(0)	OutNacks	0	0
6	1	0	dev=net(0)	DropNacks	0	0
6	1	0	dev=net(0)	InData	0	0
6	1	0	dev=net(0)	OutData	106	110.451
6	1	0	dev=net(0)	DropData	0	0
6	1	1	dev=net(1)	InInterests	0	0
6	1	1	dev=net(1)	OutInterests	106	3.83008
6	1	1	dev=net(1)	DropInterests	0	0
6	1	1	dev=net(1)	InNacks	0	0
6	1	1	dev=net(1)	OutNacks	0	0
6	1	1	dev=net(1)	DropNacks	0	0
6	1	1	dev=net(1)	InData	0	0
6	1	1	dev=net(1)	OutData	0	0
6	1	1	dev=net(1)	DropData	0	0
6	1	2	dev=net(2)	InInterests	0	0
6	1	2	dev=net(2)	OutInterests	106	3.83008
6	1	2	dev=net(2)	DropInterests	0	0
6	1	2	dev=net(2)	InNacks	0	0
6	1	2	dev=net(2)	OutNacks	0	0
6	1	2	dev=net(2)	DropNacks	0	0
6	1	2	dev=net(2)	InData	106	110.451
6	1	2	dev=net(2)	OutData	0	0
6	1	2	dev=net(2)	DropData	0	0
6	1	-1	all	SatisfiedInterests	106	0
6	1	-1	all	TimedOutInterests	0	0
6	3	0	dev=net(0)	InInterests	0	0
6	3	0	dev=net(0)	OutInterests	106	3.83008
6	3	0	dev=net(0)	DropInterests	0	0
6	3	0	dev=net(0)	InNacks	0	0
6	3	0	dev=net(0)	OutNacks	0	0
6	3	0	dev=net(0)	DropNacks	0	0
6	3	0	dev=net(0)	InData	106	110.451
6	3	0	dev=net(0)	OutData	0	0
6	3	0	dev=net(0)	DropData	0	0
6	3	1	dev=net(1)	InInterests	111	4.01074
6	3	1	dev=net(1)	OutInterests	0	0
6	3	1	dev=net(1)	DropInterests	0	0
6	3	1	dev=net(1)	InNacks	0	0
6	3	1	dev=net(1)	OutNacks	0	0
6	3	1	dev=net(1)	DropNacks	0	0
6	3	1	dev=net(1)	InData	0	0
6	3	1	dev=net(1)	OutData	111	115.661
6	3	1	dev=net(1)	DropData	0	0
6	3	-1	all	SatisfiedInterests	111	0
6	3	-1	all	TimedOutInterests	0	0
6	4	0	dev=net(0)	InInterests	106	3.83008
6	4	0	dev=net(0)	OutInterests	0	0
6	4	0	dev=net(0)	DropInterests	0	0
6	4	0	dev=net(0)	InNacks	0	0
6	4	0	dev=net(0)	OutNacks	0	0
6	4	0	dev=net(0)	DropNacks	0	0
6	4	0	dev=net(0)	InData	0	0
6	4	0	dev=net(0)	OutData	0	0
6	4	0	dev=net(0)	DropData	0	0
6	4	1	dev=net(1)	InInterests	0	0
6	4	1	dev=net(1)	OutInterests	106	3.83008
6	4	1	dev=net(1)	DropInterests	0	0
6	4	1	dev=net(1)	InNacks	0	0
6	4	1	dev=net(1)	OutNacks	0	0
6	4	1	dev=net(1)	DropNacks	0	0
6	4	1	dev=net(1)	InData	0	0
6	4	1	dev=net(1)	OutData	0	0
6	4	1	dev=net(1)	DropData	0	0
6	4	-1	all	SatisfiedInterests	0	0
6	4	-1	all	TimedOutInterests	110	0
6	7	0	dev=net(0)	InInterests	106	3.83008
6	7	0	dev=net(0)	OutInterests	0	0
6	7	0	dev=net(0)	DropInterests	0	0
6	7	0	dev=net(0)	InNacks	0	0
6	7	0	dev=net(0)	OutNacks	0	0
6	7	0	dev=net(0)	DropNacks	0	0
6	7	0	dev=net(0)	InData	0	0
6	7	0	dev=net(0)	OutData	106	110.451
6	7	0	dev=net(0)	DropData	0	0
6	7	2	dev=local(2)	InInterests	0	0
6	7	2	dev=local(2)	OutInterests	106	3.83008
6	7	2	dev=local(2)	DropInterests	0	0
6	7	2	dev=local(2)	InNacks	0	0
6	7	2	dev=local(2)	OutNacks	0	0
6	7	2	dev=local(2)	DropNacks	0	0
6	7	2	dev=local(2)	InData	106	0
6	7	2	dev=local(2)	OutData	0	0
6	7	2	dev=local(2)	DropData	0	0
6	7	-1	all	SatisfiedInterests	106	0
6	7	-1	all	TimedOutInterests	0	0
7	0	0	dev=net(0)	InInterests	0	0
7	0	0	dev=net(0)	OutInterests	146	5.27539
7	0	0	dev=net(0)	DropInterests	0	0
7	0	0	dev=net(0)	InNacks	0	0
7	0	0	dev=net(0)	OutNacks	0	0
7	0	0	dev=net(0)	DropNacks	0	0
7	0	0	dev=net(0)	InData	79	82.3135
7	0	0	dev=net(0)	OutData	0	0
7	0	0	dev=net(0)	DropData	79	82.3135
7	0	1	dev=local(1)	InInterests	146	0
7	0	1	dev=local(1)	OutInterests	0	0
7	0	1	dev=local(1)	DropInterests	0	0
7	0	1	dev=local(1)	InNacks	0	0
7	0	1	dev=local(1)	OutNacks	0	0
7	0	1	dev=local(1)	DropNacks	0	0
7	0	1	dev=local(1)	InData	0	0
7	0	1	dev=local(1)	OutData	0	0
7	0	1	dev=local(1)	DropData	0	0
7	0	-1	all	SatisfiedInterests	0	0
7	0	-1	all	TimedOutInterests	146	0
7	1	0	dev=net(0)	InInterests	119	4.2998
7	1	0	dev=net(0)	OutInterests	0	0
7	1	0	dev=net(0)	DropInterests	0	0
7	1	0	dev=net(0)	InNacks	0	0
7	1	0	dev=net(0)	OutNacks	0	0
7	1	0	dev=net(0)	DropNacks	0	0
7	1	0	dev=net(0)	InData	0	0
7	1	0	dev=net(0)	OutData	118	122.955
7	1	0	dev=net(0)	DropData	0	0
7	1	1	dev=net(1)	InInterests	0	0
7	1	1	dev=net(1)	OutInterests	119	4.2998
7	1	1	dev=net(1)	DropInterests	0	0
7	1	1	dev=net(1)	InNacks	0	0
7	1	1	dev=net(1)	OutNacks	0	0
7	1	1	dev=net(1)	DropNacks	0	0
7	1	1	dev=net(1)	InData	0	0
7	1	1	dev=net(1)	OutData	0	0
7	1	1	dev=net(1)	DropData	0	0
7	1	2	dev=net(2)	InInterests	0	0
7	1	2	dev=net(2)	OutInterests	119	4.2998
7	1	2	dev=net(2)	DropInterests	0	0
7	1	2	dev=net(2)	InNacks	0	0
7	1	2	dev=net(2)	OutNacks	0	0
7	1	2	dev=net(2)	DropNacks	0	0
7	1	2	dev=net(2)	InData	118	122.955
7	1	2	dev=net(2)	OutData	0	0
7	1	2	dev=net(2)	DropData	0	0
7	1	-1	all	SatisfiedInterests	118	0
7	1	-1	all	TimedOutInterests	0	0
7	3	0	dev=net(0)	InInterests	0	0
7	3	0	dev=net(0)	OutInterests	120	4.33594
7	3	0	dev=net(0)	DropInterests	0	0
7	3	0	dev=net(0)	InNacks	0	0
7	3	0	dev=net(0)	OutNacks	0	0
